HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.count,Approve,Reject
31KSVEGZ33R4TK1ZQ2YSW306ALVRWQ,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:32 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:32 PDT 2017,,,34T446B1C0EA2B9P50KEPWO0A520C7,A1FPCIKO68OQ63,Submitted,Wed Aug 02 21:37:12 PDT 2017,Wed Aug 02 21:37:23 PDT 2017,Fri Aug 04 21:37:23 PDT 2017,,,,11,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1500907573.jpg,0,,
3OLZC0DJ8IEELWYBA5ZNW9G1GG9VIF,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:02 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:02 PDT 2017,,,3K9FOBBF2HJ6QBV2JJFB3RA0C7RNLL,AJFS39RTZY3LC,Submitted,Wed Aug 02 21:44:34 PDT 2017,Wed Aug 02 21:44:39 PDT 2017,Fri Aug 04 21:44:39 PDT 2017,,,,5,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501729485.jpg,0,,
3FK4G712NWZNNIK3LMOWPO2HQAHSSZ,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:02 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:02 PDT 2017,,,3CCZ6YKWR7J7ZKONQMGZ41JJLS995J,A15A09BRS1Q8W0,Submitted,Wed Aug 02 21:31:38 PDT 2017,Wed Aug 02 21:31:43 PDT 2017,Fri Aug 04 21:31:43 PDT 2017,,,,5,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501213470.jpg,0,,
3X2LT8FDHVHYBFM3RTSS5M51KT7W8J,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:33 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:33 PDT 2017,,,3OSWBBLG1EXS4TLE884WIGTT5CZDXF,ATUR98N8W23Q3,Submitted,Wed Aug 02 21:40:00 PDT 2017,Wed Aug 02 21:40:08 PDT 2017,Fri Aug 04 21:40:08 PDT 2017,,,,8,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501386081.jpg,0,,
3J9L0X0VDELYPK5DWLY65I0C4ZPW98,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:33 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:33 PDT 2017,,,35USIKEBNRGO7QSVWF99E8S3MC26NW,AJFS39RTZY3LC,Submitted,Wed Aug 02 21:41:17 PDT 2017,Wed Aug 02 21:41:25 PDT 2017,Fri Aug 04 21:41:25 PDT 2017,,,,8,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501467563.jpg,0,,
38Z7YZ2SB21MGO2UO65DQMHTZOVQIH,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:17 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:17 PDT 2017,,,3J2UYBXQQLCLMU0OV97B3WWQEJR06F,A3QMAS3KVQTPW0,Submitted,Wed Aug 02 21:36:32 PDT 2017,Wed Aug 02 21:46:55 PDT 2017,Fri Aug 04 21:46:55 PDT 2017,,,,623,0% (0/1),0% (0/1),0% (0/1),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501731591.jpg,0,,
31MBOZ6PANQKCO0H4R1VYXK4CDOCLC,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:02 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:02 PDT 2017,,,3QFUFYSY9YFY4BB0F3XH95ZGOU94F1,A15A09BRS1Q8W0,Submitted,Wed Aug 02 21:31:25 PDT 2017,Wed Aug 02 21:31:30 PDT 2017,Fri Aug 04 21:31:30 PDT 2017,,,,5,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501125953.jpg,0,,
3UQ1LLR2697WJ93JKD54S2UGCA3LAJ,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:18 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:18 PDT 2017,,,3FTOP5WARFOXAPFVFS10C01V0PA0JK,A27MJOV91GA8R3,Submitted,Wed Aug 02 21:27:59 PDT 2017,Wed Aug 02 21:29:28 PDT 2017,Fri Aug 04 21:29:28 PDT 2017,,,,89,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1500868786.jpg,0,,
3OWZNK3RYKOAXWV9GC4QD771DD42UN,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:02 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:02 PDT 2017,,,3H7XDTSHKCRGRDQF0T9IMIIJ93AGW2,AVKBOD59XEMXW,Submitted,Wed Aug 02 21:49:29 PDT 2017,Wed Aug 02 21:49:33 PDT 2017,Fri Aug 04 21:49:33 PDT 2017,,,,4,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501509661.jpg,0,,
3OREP8RUT1ALGRUAF08KAL9EYB2GB3,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:17 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:17 PDT 2017,,,3F6KKYWMNB1NSZ7A62HNKE2V3YPDNV,AVKBOD59XEMXW,Submitted,Wed Aug 02 21:39:28 PDT 2017,Wed Aug 02 21:39:34 PDT 2017,Fri Aug 04 21:39:34 PDT 2017,,,,6,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501039026.jpg,0,,
3X878VYTIDHS0FVPRZQMNYN6E6B7F9,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:02 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:02 PDT 2017,,,3IAEQB9FMEKDFTGOY38AGXFMWATDWM,A1FPCIKO68OQ63,Submitted,Wed Aug 02 21:39:57 PDT 2017,Wed Aug 02 21:40:09 PDT 2017,Fri Aug 04 21:40:09 PDT 2017,,,,12,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501696110.jpg,0,,
3PEG1BH7ADQQIDQT5RTZ8D175SJKBA,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:33 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:33 PDT 2017,,,3EFE17QCRC51KS4H0UHZATRZIQRHSN,A3QMAS3KVQTPW0,Submitted,Wed Aug 02 21:50:37 PDT 2017,Wed Aug 02 21:54:00 PDT 2017,Fri Aug 04 21:54:00 PDT 2017,,,,203,0% (0/1),0% (0/1),0% (0/1),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1500828718.jpg,0,,
3XDSWAMB21RV3LGUWW9RFJJYMJBCQ1,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:03 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:03 PDT 2017,,,3KYQYYSHYV75AK7M7HH0Z320T8TDO9,A10NF5TK6IFNX6,Submitted,Wed Aug 02 21:30:50 PDT 2017,Wed Aug 02 21:30:55 PDT 2017,Fri Aug 04 21:30:55 PDT 2017,,,,5,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1500860669.jpg,0,,
3HRWUH63QT1P13UN1UU2XJIJPR25NZ,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:03 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:03 PDT 2017,,,3QILPRALQ5VBB4BJPU67YMOUS7R8NJ,A1Q0KGPCD263MD,Submitted,Wed Aug 02 21:30:25 PDT 2017,Wed Aug 02 21:30:39 PDT 2017,Fri Aug 04 21:30:39 PDT 2017,,,,14,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501473576.jpg,0,,
3KLL7H3EGC0EP1NR4NH2WXFMG3VHV9,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:03 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:03 PDT 2017,,,3LKC68YZ3A34JQ7DOCMQRRRL0OZWO1,A1Q0KGPCD263MD,Submitted,Wed Aug 02 21:33:59 PDT 2017,Wed Aug 02 21:34:08 PDT 2017,Fri Aug 04 21:34:08 PDT 2017,,,,9,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501646192.jpg,0,,
3HUR21WDDTOSFLIBE2M86I7AMAFXYQ,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:03 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:03 PDT 2017,,,34S6N1K2ZVJEGF9RGLKYY7D4QVHLH9,A1Q0KGPCD263MD,Submitted,Wed Aug 02 21:30:52 PDT 2017,Wed Aug 02 21:31:01 PDT 2017,Fri Aug 04 21:31:01 PDT 2017,,,,9,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501299780.jpg,0,,
3EQVJH0T4ZKZC9J2ZSHNVFR1JIFHTT,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:03 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:03 PDT 2017,,,30H4UDGLT2IQZEP0ZATI7TUKCRGPMJ,A15A09BRS1Q8W0,Submitted,Wed Aug 02 21:27:13 PDT 2017,Wed Aug 02 21:28:31 PDT 2017,Fri Aug 04 21:28:31 PDT 2017,,,,78,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1500911784.jpg,0,,
3MNJFORX8A3DDBH636BPPE9AN0GF52,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:03 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:03 PDT 2017,,,3T3IWE1XG6NFCLGZ8K9JTCFMBVZQTD,A15A09BRS1Q8W0,Submitted,Wed Aug 02 21:31:47 PDT 2017,Wed Aug 02 21:31:53 PDT 2017,Fri Aug 04 21:31:53 PDT 2017,,,,6,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1500907273.jpg,0,,
3HY86PZXPXHMJFGR78P746BTZJX1EP,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:33 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:33 PDT 2017,,,3WLEIWSYHOH8FTNJ6F2TJBEVKWS2H5,AJFS39RTZY3LC,Submitted,Wed Aug 02 21:43:39 PDT 2017,Wed Aug 02 21:43:44 PDT 2017,Fri Aug 04 21:43:44 PDT 2017,,,,5,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1500952087.jpg,0,,
